Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
25000,4/23/2016,debt_consolidation,634,51.15%,921xx,CA,< 1 year,0
6800,4/23/2016,debt_consolidation,,27.93%,591xx,MT,< 1 year,0
4000,4/23/2016,debt_consolidation,,19.17%,606xx,IL,< 1 year,0
2000,4/23/2016,debt_consolidation,,54.60%,799xx,TX,< 1 year,0
10000,4/23/2016,car,,25.30%,983xx,WA,< 1 year,0
1000,4/23/2016,credit_card,,38.65%,952xx,CA,5 years,0
10000,4/23/2016,debt_consolidation,,22.17%,331xx,FL,< 1 year,0
20000,4/23/2016,Business Loan,,-1%,303xx,GA,< 1 year,0
15000,4/23/2016,home_improvement,679,0%,234xx,VA,< 1 year,0
3000,4/23/2016,credit_card,,4.27%,104xx,NY,5 years,0
22000,4/23/2016,debt_consolidation,671,28.56%,606xx,IL,< 1 year,0
5000,4/23/2016,other,,53.22%,743xx,OK,,0
15000,4/23/2016,Credit card refinancing,662,5.85%,331xx,FL,2 years,0
5000,4/23/2016,moving,,36.08%,328xx,FL,5 years,0
7500,4/23/2016,debt_consolidation,,26.31%,628xx,IL,< 1 year,0
6000,4/23/2016,debt_consolidation,,18.78%,244xx,VA,< 1 year,0
3500,4/23/2016,other,,-1%,891xx,NV,< 1 year,0
6500,4/23/2016,other,,41.16%,853xx,AZ,< 1 year,0
3000,4/23/2016,other,,0%,996xx,AK,< 1 year,0
1000,4/23/2016,other,,55%,765xx,TX,5 years,0
20000,4/23/2016,debt_consolidation,,0.92%,900xx,CA,< 1 year,0
7500,4/23/2016,home_improvement,,3.70%,719xx,AR,< 1 year,0
3000,4/23/2016,small_business,,-1%,180xx,PA,5 years,0
15000,4/23/2016,major_purchase,,33.56%,740xx,OK,< 1 year,0
3000,4/23/2016,car,,1.68%,067xx,CT,< 1 year,0
20000,4/23/2016,debt_consolidation,,17.53%,660xx,KS,5 years,0
6000,4/23/2016,debt_consolidation,615,10.53%,926xx,CA,< 1 year,0
30000,4/23/2016,credit_card,,46.52%,435xx,OH,< 1 year,0
10500,4/23/2016,car,,0.45%,550xx,MN,< 1 year,0
2000,4/23/2016,moving,,7.48%,853xx,AZ,< 1 year,0
10000,4/23/2016,debt_consolidation,,20.36%,853xx,AZ,< 1 year,0
5000,4/23/2016,other,,12.21%,967xx,HI,< 1 year,0
3000,4/23/2016,debt_consolidation,,48.80%,665xx,KS,< 1 year,0
5000,4/23/2016,other,,30.92%,655xx,MO,5 years,0
30000,4/23/2016,credit_card,622,31.44%,953xx,CA,< 1 year,0
30000,4/23/2016,car,,34.27%,434xx,OH,5 years,0
3000,4/23/2016,other,,8.24%,783xx,TX,< 1 year,0
10100,4/23/2016,debt_consolidation,705,12.83%,797xx,TX,< 1 year,0
20000,4/23/2016,debt_consolidation,,49.70%,281xx,NC,< 1 year,0
10000,4/23/2016,house,,6%,080xx,NJ,< 1 year,0
1000,4/23/2016,home_improvement,,8.11%,765xx,TX,< 1 year,0
3000,4/23/2016,debt_consolidation,,11.61%,681xx,NE,< 1 year,0
10000,4/23/2016,Business,,7.07%,770xx,TX,< 1 year,0
10000,4/23/2016,credit_card,,18.28%,330xx,FL,< 1 year,0
1500,4/23/2016,moving,,90%,309xx,GA,< 1 year,0
1000,4/23/2016,other,,44.45%,378xx,TN,5 years,0
3000,4/23/2016,other,,9999%,996xx,AK,,0
36000,4/23/2016,credit_card,,21.90%,378xx,TN,< 1 year,0
20000,4/23/2016,debt_consolidation,647,76.69%,088xx,NJ,< 1 year,0
10000,4/23/2016,home_improvement,,-1%,014xx,MA,,0
35000,4/23/2016,debt_consolidation,,391.57%,104xx,NY,< 1 year,0
10000,4/23/2016,debt_consolidation,,63.60%,469xx,IN,< 1 year,0
2000,4/23/2016,debt_consolidation,,21.78%,970xx,OR,< 1 year,0
8000,4/23/2016,home_improvement,,53.50%,122xx,NY,< 1 year,0
30000,4/23/2016,other,,17.66%,926xx,CA,< 1 year,0
20000,4/23/2016,debt_consolidation,,27.34%,490xx,MI,< 1 year,0
25000,4/23/2016,debt_consolidation,,12.25%,688xx,NE,< 1 year,0
4100,4/23/2016,debt_consolidation,,19.65%,761xx,TX,< 1 year,0
10500,4/23/2016,debt_consolidation,,8.34%,606xx,IL,5 years,0
3000,4/23/2016,moving,,2.18%,840xx,UT,< 1 year,0
10000,4/23/2016,credit_card,704,18.57%,622xx,IL,< 1 year,0
7000,4/23/2016,other,,65.78%,981xx,WA,< 1 year,0
15000,4/23/2016,credit_card,,57.06%,379xx,TN,,0
15000,4/23/2016,debt_consolidation,,79.21%,751xx,TX,< 1 year,0
25000,4/23/2016,debt_consolidation,,28.69%,601xx,IL,< 1 year,0
1000,4/23/2016,debt_consolidation,,25.55%,539xx,WI,< 1 year,0
18000,4/23/2016,credit_card,,18.39%,594xx,MT,< 1 year,0
3000,4/23/2016,debt_consolidation,,28.92%,323xx,FL,5 years,0
20000,4/23/2016,car,,0.89%,937xx,CA,,0
6000,4/23/2016,credit_card,675,4.28%,331xx,FL,< 1 year,0
10000,4/23/2016,Debt consolidation,,24.75%,685xx,NE,3 years,0
9000,4/23/2016,debt_consolidation,,6.98%,191xx,PA,< 1 year,0
35000,4/23/2016,credit_card,,9999%,302xx,GA,< 1 year,0
5000,4/23/2016,debt_consolidation,,27.25%,463xx,IN,< 1 year,0
15000,4/23/2016,debt_consolidation,839,20.10%,940xx,CA,< 1 year,0
8000,4/23/2016,debt_consolidation,,33.56%,330xx,FL,5 years,0
15000,4/23/2016,debt_consolidation,697,7.49%,840xx,UT,< 1 year,0
35000,4/23/2016,home_improvement,665,68.08%,228xx,VA,< 1 year,0
20000,4/23/2016,debt_consolidation,,88.55%,802xx,CO,< 1 year,0
1500,4/23/2016,other,,9.91%,773xx,TX,< 1 year,0
15000,4/23/2016,credit_card,741,16.37%,351xx,AL,< 1 year,0
15000,4/23/2016,other,,55.50%,282xx,NC,< 1 year,0
20000,4/23/2016,debt_consolidation,647,106.70%,302xx,GA,< 1 year,0
10000,4/23/2016,debt_consolidation,,45.30%,170xx,PA,< 1 year,0
35000,4/23/2016,debt_consolidation,,-1%,600xx,IL,5 years,0
7000,4/23/2016,debt_consolidation,675,61.75%,334xx,FL,< 1 year,0
18000,4/23/2016,home_improvement,,18.46%,959xx,CA,< 1 year,0
1000,4/23/2016,other,,-1%,708xx,LA,5 years,0
15000,4/23/2016,debt_consolidation,,53.69%,857xx,AZ,,0
40000,4/23/2016,vacation,,835.57%,337xx,FL,< 1 year,0
1200,4/23/2016,moving,,3.24%,338xx,FL,5 years,0
5000,4/23/2016,other,,32.30%,598xx,MT,< 1 year,0
20000,4/23/2016,debt_consolidation,,5.09%,088xx,NJ,< 1 year,0
15000,4/23/2016,major_purchase,,-1%,329xx,FL,< 1 year,0
9000,4/23/2016,credit_card,,33.37%,952xx,CA,< 1 year,0
20000,4/23/2016,debt_consolidation,,23.94%,058xx,VT,< 1 year,0
10000,4/23/2016,debt_consolidation,,14.94%,668xx,KS,< 1 year,0
4000,4/23/2016,car,,11.16%,959xx,CA,,0
25000,4/23/2016,debt_consolidation,,31.39%,201xx,VA,< 1 year,0
5000,4/23/2016,house,,50.50%,908xx,CA,,0
5000,4/23/2016,debt_consolidation,,21.20%,380xx,TN,5 years,0
10000,4/23/2016,credit_card,,13.99%,685xx,NE,< 1 year,0
10000,4/23/2016,other,,23.34%,655xx,MO,< 1 year,0
5000,4/23/2016,debt_consolidation,,-1%,112xx,NY,< 1 year,0
15000,4/23/2016,debt_consolidation,,11.33%,190xx,PA,< 1 year,0
15000,4/23/2016,debt_consolidation,,8.79%,814xx,CO,< 1 year,0
15000,4/23/2016,debt_consolidation,,25.57%,797xx,TX,< 1 year,0
20000,4/23/2016,other,,1.27%,936xx,CA,< 1 year,0
7500,4/23/2016,debt_consolidation,,34.07%,482xx,MI,< 1 year,0
35000,4/23/2016,debt_consolidation,643,12.06%,925xx,CA,< 1 year,0
20000,4/23/2016,Debt consolidation,690,25.03%,956xx,CA,10+ years,0
10000,4/23/2016,debt_consolidation,,16.89%,292xx,SC,,0
35000,4/23/2016,credit_card,,59.92%,168xx,PA,5 years,0
15000,4/23/2016,Debt consolidation,672,7.29%,944xx,CA,8 years,0
15000,4/23/2016,car,,4.80%,333xx,FL,5 years,0
25000,4/23/2016,debt_consolidation,,52.50%,705xx,LA,< 1 year,0
10000,4/23/2016,Moving and relocation,,15.72%,065xx,CT,< 1 year,0
30000,4/23/2016,debt_consolidation,,38.38%,787xx,TX,< 1 year,0
15000,4/23/2016,major_purchase,,10.91%,951xx,CA,< 1 year,0
35000,4/23/2016,debt_consolidation,,9.10%,334xx,FL,5 years,0
10000,4/23/2016,debt_consolidation,,26.63%,402xx,KY,< 1 year,0
20000,4/23/2016,home_improvement,617,13.92%,279xx,NC,< 1 year,0
1000,4/23/2016,debt_consolidation,,3.41%,535xx,WI,< 1 year,0
20000,4/23/2016,debt_consolidation,,16.50%,021xx,MA,< 1 year,0
15000,4/23/2016,debt_consolidation,672,6.36%,087xx,NJ,< 1 year,0
2425,4/23/2016,other,,4.08%,403xx,KY,5 years,0
7000,4/23/2016,debt_consolidation,,36.81%,802xx,CO,< 1 year,0
7000,4/23/2016,debt_consolidation,,12.62%,900xx,CA,< 1 year,0
5000,4/23/2016,other,,0%,334xx,FL,< 1 year,0
12000,4/23/2016,debt_consolidation,681,28.56%,980xx,WA,< 1 year,0
40000,4/23/2016,home_improvement,,19.30%,201xx,VA,< 1 year,0
25000,4/23/2016,debt_consolidation,,33.24%,923xx,CA,< 1 year,0
4000,4/23/2016,debt_consolidation,,42.73%,131xx,NY,5 years,0
25000,4/23/2016,major_purchase,,18.76%,231xx,VA,5 years,0
35000,4/23/2016,credit_card,,33%,346xx,FL,,0
4000,4/23/2016,other,,1.03%,349xx,FL,,0
15000,4/23/2016,other,,22.04%,300xx,GA,< 1 year,0
22000,4/23/2016,debt_consolidation,,48.50%,824xx,WY,< 1 year,0
3000,4/23/2016,moving,,2.85%,221xx,VA,5 years,0
5000,4/23/2016,debt_consolidation,,11.08%,410xx,KY,,0
10000,4/23/2016,debt_consolidation,,14.59%,388xx,MS,5 years,0
5000,4/23/2016,car,,28.14%,773xx,TX,5 years,0
25000,4/23/2016,house,,11.69%,357xx,AL,5 years,0
1000,4/23/2016,major_purchase,,-1%,104xx,NY,5 years,0
35000,4/23/2016,debt_consolidation,,0.95%,986xx,WA,< 1 year,0
20000,4/23/2016,Debt consolidation,,21.42%,315xx,GA,5 years,0
10000,4/23/2016,debt_consolidation,,23.12%,402xx,KY,< 1 year,0
10000,4/23/2016,debt_consolidation,,52.75%,317xx,GA,5 years,0
7000,4/23/2016,car,,5.93%,925xx,CA,5 years,0
4000,4/23/2016,debt_consolidation,,10.25%,913xx,CA,5 years,0
3000,4/23/2016,medical,,-1%,900xx,CA,5 years,0
5500,4/23/2016,car,662,70.04%,413xx,KY,< 1 year,0
30000,4/23/2016,Home improvement,719,21.76%,554xx,MN,10+ years,0
4000,4/23/2016,debt_consolidation,,42.40%,492xx,MI,< 1 year,0
4000,4/23/2016,debt_consolidation,,4.83%,229xx,VA,< 1 year,0
6000,4/23/2016,car,608,0.47%,280xx,NC,< 1 year,0
20000,4/23/2016,small_business,,15.58%,700xx,LA,< 1 year,0
3500,4/23/2016,medical,599,0.11%,735xx,OK,< 1 year,0
35000,4/23/2016,home_improvement,,13.11%,338xx,FL,< 1 year,0
10000,4/23/2016,credit_card,,13.55%,112xx,NY,5 years,0
15000,4/23/2016,home_improvement,,34.40%,046xx,ME,< 1 year,0
25000,4/23/2016,home_improvement,,25.18%,346xx,FL,< 1 year,0
25000,4/23/2016,debt_consolidation,,48.98%,331xx,FL,< 1 year,0
40000,4/23/2016,moving,,3.74%,941xx,CA,< 1 year,0
3000,4/23/2016,vacation,,7.41%,370xx,TN,5 years,0
20000,4/23/2016,debt_consolidation,,24.64%,305xx,GA,< 1 year,0
20000,4/23/2016,debt_consolidation,613,26.14%,300xx,GA,< 1 year,0
30000,4/23/2016,major_purchase,,27.13%,800xx,CO,< 1 year,0
3000,4/23/2016,debt_consolidation,,19.93%,322xx,FL,< 1 year,0
20000,4/23/2016,debt_consolidation,,34.77%,605xx,IL,< 1 year,0
3500,4/23/2016,credit_card,614,20.99%,934xx,CA,< 1 year,0
4000,4/23/2016,car,,27.04%,851xx,AZ,< 1 year,0
20000,4/23/2016,other,,1.93%,301xx,GA,5 years,0
3000,4/23/2016,moving,,10.28%,992xx,WA,5 years,0
250000,4/23/2016,Business Loan,,-1%,550xx,MN,< 1 year,0
6000,4/23/2016,home_improvement,,56.71%,936xx,CA,< 1 year,0
10000,4/23/2016,debt_consolidation,,16.41%,379xx,TN,< 1 year,0
12000,4/23/2016,debt_consolidation,,0%,383xx,TN,< 1 year,0
10000,4/23/2016,debt_consolidation,599,52.81%,328xx,FL,< 1 year,0
1000,4/23/2016,debt_consolidation,,17.84%,293xx,SC,< 1 year,0
4000,4/23/2016,car,,9.37%,983xx,WA,< 1 year,0
20000,4/23/2016,debt_consolidation,,26.90%,014xx,MA,< 1 year,0
10000,4/23/2016,debt_consolidation,,39.26%,335xx,FL,< 1 year,0
5000,4/23/2016,debt_consolidation,,14.23%,908xx,CA,< 1 year,0
30000,4/23/2016,Major purchase,,4.59%,953xx,CA,2 years,0
2000,4/23/2016,car,,0.19%,387xx,MS,< 1 year,0
20000,4/23/2016,home_improvement,,29.36%,921xx,CA,< 1 year,0
1500,4/23/2016,debt_consolidation,,-1%,941xx,CA,< 1 year,0
15000,4/23/2016,home_improvement,,14.17%,782xx,TX,< 1 year,0
1000,4/23/2016,home_improvement,,0%,317xx,GA,5 years,0
1000,4/23/2016,major_purchase,,27.18%,752xx,TX,< 1 year,0
4000,4/23/2016,vacation,,4.65%,727xx,AR,< 1 year,0
5000,4/23/2016,credit_card,,29.04%,494xx,MI,< 1 year,0
100000,4/23/2016,Business Loan,,-1%,201xx,VA,< 1 year,0
7000,4/23/2016,major_purchase,,1%,751xx,TX,< 1 year,0
1000,4/23/2016,medical,,10.74%,936xx,CA,< 1 year,0
3000,4/23/2016,moving,,0.44%,041xx,ME,< 1 year,0
20000,4/23/2016,small_business,,41.18%,773xx,TX,< 1 year,0
25000,4/23/2016,debt_consolidation,,40.37%,762xx,TX,< 1 year,0
4000,4/23/2016,home_improvement,,12.92%,280xx,NC,5 years,0
12650,4/23/2016,credit_card,,43.36%,488xx,MI,,0
25000,4/23/2016,debt_consolidation,,239.14%,301xx,GA,< 1 year,0
20000,4/23/2016,credit_card,,32.98%,359xx,AL,5 years,0
5000,4/23/2016,debt_consolidation,,0%,305xx,GA,< 1 year,0
2000,4/23/2016,debt_consolidation,,5.52%,063xx,CT,< 1 year,0
33325,4/23/2016,debt_consolidation,,-1%,070xx,NJ,,0
5500,4/23/2016,debt_consolidation,,22.95%,322xx,FL,< 1 year,0
1000,4/23/2016,debt_consolidation,,0%,880xx,NM,5 years,0
5000,4/23/2016,debt_consolidation,,30.27%,701xx,LA,< 1 year,0
25000,4/23/2016,other,,33.39%,024xx,MA,< 1 year,0
25000,4/23/2016,debt_consolidation,,24.61%,982xx,WA,< 1 year,0
1000,4/23/2016,home_improvement,,22.98%,913xx,CA,5 years,0
12000,4/23/2016,major_purchase,,25.13%,801xx,CO,< 1 year,0
10000,4/23/2016,debt_consolidation,,16.97%,024xx,MA,< 1 year,0
2500,4/23/2016,home_improvement,,5.49%,315xx,GA,< 1 year,0
2800,4/23/2016,Major purchase,,25.20%,439xx,OH,,0
7000,4/23/2016,other,,33.73%,037xx,NH,5 years,0
5000,4/23/2016,debt_consolidation,617,18.62%,777xx,TX,< 1 year,0
1000,4/23/2016,moving,,0.41%,554xx,MN,< 1 year,0
30000,4/23/2016,home_improvement,,28.83%,667xx,KS,5 years,0
12275,4/23/2016,car,,28.18%,166xx,PA,< 1 year,0
3500,4/23/2016,debt_consolidation,,37.04%,303xx,GA,< 1 year,0
15000,4/23/2016,moving,643,23.01%,196xx,PA,< 1 year,0
2000,4/23/2016,debt_consolidation,,16.96%,326xx,FL,< 1 year,0
15000,4/23/2016,debt_consolidation,,32.68%,538xx,WI,< 1 year,0
35000,4/23/2016,car,,2.04%,104xx,NY,< 1 year,0
40000,4/23/2016,Debt consolidation,677,14.96%,228xx,VA,10+ years,0
1000,4/23/2016,medical,,-1%,900xx,CA,< 1 year,0
5000,4/23/2016,debt_consolidation,,30.86%,080xx,NJ,< 1 year,0
2000,4/23/2016,major_purchase,,7.56%,211xx,MD,,0
2500,4/23/2016,other,,19.55%,986xx,WA,< 1 year,0
6000,4/23/2016,major_purchase,,6.98%,970xx,OR,< 1 year,0
10000,4/23/2016,home_improvement,587,7.03%,279xx,NC,< 1 year,0
20000,4/23/2016,home_improvement,,29.19%,234xx,VA,< 1 year,0
3000,4/23/2016,home_improvement,,-1%,783xx,TX,< 1 year,0
15000,4/23/2016,debt_consolidation,,6.09%,113xx,NY,< 1 year,0
17000,4/23/2016,car,,10.87%,063xx,CT,< 1 year,0
20000,4/23/2016,small_business,,-1%,310xx,GA,< 1 year,0
20000,4/23/2016,major_purchase,626,21.38%,785xx,TX,< 1 year,0
15000,4/23/2016,credit_card,685,46.85%,157xx,PA,< 1 year,0
25000,4/23/2016,debt_consolidation,675,72.58%,317xx,GA,< 1 year,0
4000,4/23/2016,debt_consolidation,,4.20%,326xx,FL,< 1 year,0
10000,4/23/2016,debt_consolidation,,9.94%,027xx,MA,< 1 year,0
20000,4/23/2016,debt_consolidation,,37.50%,082xx,NJ,< 1 year,0
21000,4/23/2016,debt_consolidation,,9.49%,363xx,AL,< 1 year,0
5000,4/23/2016,vacation,,14.94%,825xx,WY,< 1 year,0
20000,4/23/2016,debt_consolidation,662,21.86%,140xx,NY,< 1 year,0
15000,4/23/2016,major_purchase,,1.30%,952xx,CA,< 1 year,0
6000,4/23/2016,vacation,,19.08%,782xx,TX,5 years,0
5000,4/23/2016,debt_consolidation,,3.60%,930xx,CA,< 1 year,0
10000,4/23/2016,Business,674,3.83%,594xx,MT,10+ years,0
5000,4/23/2016,major_purchase,,0.79%,799xx,TX,< 1 year,0
8000,4/23/2016,debt_consolidation,,20.05%,368xx,AL,< 1 year,0
5000,4/23/2016,debt_consolidation,,20.13%,900xx,CA,5 years,0
20000,4/23/2016,debt_consolidation,,59.90%,303xx,GA,< 1 year,0
10000,4/23/2016,debt_consolidation,606,27.34%,923xx,CA,< 1 year,0
5000,4/23/2016,debt_consolidation,615,25.61%,272xx,NC,< 1 year,0
10800,4/23/2016,car,,6.57%,104xx,NY,< 1 year,0
5000,4/23/2016,debt_consolidation,,12.24%,446xx,OH,5 years,0
5000,4/23/2016,debt_consolidation,,0%,233xx,VA,< 1 year,0
5000,4/23/2016,debt_consolidation,,3.88%,182xx,PA,,0
25000,4/23/2016,major_purchase,,30.39%,921xx,CA,5 years,0
4000,4/23/2016,small_business,,10.26%,303xx,GA,< 1 year,0
10000,4/23/2016,debt_consolidation,,20.75%,104xx,NY,< 1 year,0
18000,4/23/2016,debt_consolidation,,13.58%,231xx,VA,< 1 year,0
2000,4/23/2016,major_purchase,737,0.96%,584xx,ND,< 1 year,0
40000,4/23/2016,house,,6.26%,300xx,GA,< 1 year,0
20000,4/23/2016,other,,10.70%,064xx,CT,< 1 year,0
1500,4/23/2016,medical,,-1%,954xx,CA,5 years,0
9075,4/23/2016,major_purchase,,14.55%,244xx,VA,5 years,0
3000,4/23/2016,credit_card,,12.68%,951xx,CA,5 years,0
10700,4/23/2016,major_purchase,,0%,100xx,NY,< 1 year,0
8000,4/23/2016,vacation,,6.15%,221xx,VA,5 years,0
5000,4/23/2016,credit_card,,15.07%,234xx,VA,,0
15000,4/23/2016,debt_consolidation,,8.27%,606xx,IL,< 1 year,0
30000,4/23/2016,medical,,66.84%,303xx,GA,< 1 year,0
2500,4/23/2016,other,,14.96%,395xx,MS,< 1 year,0
8000,4/23/2016,car,,-1%,921xx,CA,5 years,0
7000,4/23/2016,debt_consolidation,651,16.24%,201xx,VA,< 1 year,0
10000,4/23/2016,credit_card,615,26.12%,920xx,CA,< 1 year,0
15000,4/23/2016,debt_consolidation,,39.34%,770xx,TX,< 1 year,0
5000,4/23/2016,debt_consolidation,569,7.75%,190xx,PA,< 1 year,0
20000,4/23/2016,credit_card,,12.54%,940xx,CA,5 years,0
10000,4/23/2016,debt_consolidation,,15%,120xx,NY,< 1 year,0
2500,4/23/2016,other,,-1%,947xx,CA,< 1 year,0
15000,4/23/2016,debt_consolidation,,25.97%,320xx,FL,< 1 year,0
10600,4/23/2016,home_improvement,,-1%,100xx,NY,< 1 year,0
40000,4/23/2016,credit_card,665,43.14%,323xx,FL,< 1 year,0
10000,4/23/2016,debt_consolidation,,26.23%,939xx,CA,< 1 year,0
35000,4/23/2016,Business Loan,,-1%,982xx,WA,< 1 year,0
25000,4/23/2016,other,,23.14%,400xx,KY,< 1 year,0
5000,4/23/2016,debt_consolidation,,-1%,956xx,CA,< 1 year,0
5000,4/23/2016,major_purchase,,28.13%,992xx,WA,< 1 year,0
20000,4/23/2016,credit_card,,20.37%,440xx,OH,5 years,0
25000,4/23/2016,home_improvement,696,18.94%,622xx,IL,< 1 year,0
3000,4/23/2016,other,538,2.52%,805xx,CO,< 1 year,0
35000,4/23/2016,home_improvement,,4.46%,080xx,NJ,< 1 year,0
10600,4/23/2016,renewable_energy,,7.26%,087xx,NJ,< 1 year,0
2000,4/23/2016,moving,,10.51%,486xx,MI,< 1 year,0
15000,4/23/2016,debt_consolidation,,0%,770xx,TX,< 1 year,0
2000,4/23/2016,other,,20.43%,306xx,GA,,0
5000,4/23/2016,debt_consolidation,,4.68%,923xx,CA,< 1 year,0
8000,4/23/2016,house,,20.55%,577xx,SD,< 1 year,0
10000,4/23/2016,medical,,19.57%,751xx,TX,< 1 year,0
15000,4/23/2016,Major purchase,,5.83%,875xx,NM,10+ years,0
2000,4/23/2016,moving,,4.78%,713xx,LA,< 1 year,0
10000,4/23/2016,other,,10.70%,064xx,CT,< 1 year,0
40000,4/23/2016,debt_consolidation,,32.03%,597xx,MT,< 1 year,0
25000,4/23/2016,medical,,3.02%,216xx,MD,< 1 year,0
100000,4/23/2016,Business Loan,,-1%,941xx,CA,< 1 year,0
2000,4/23/2016,home_improvement,,23.42%,224xx,VA,< 1 year,0
4500,4/23/2016,debt_consolidation,,26.61%,856xx,AZ,< 1 year,0
8000,4/23/2016,debt_consolidation,,10.52%,953xx,CA,< 1 year,0
30000,4/23/2016,debt_consolidation,,41.79%,667xx,KS,,0
5000,4/23/2016,car,,17.88%,530xx,WI,< 1 year,0
2000,4/23/2016,car,,1.19%,730xx,OK,< 1 year,0
10750,4/23/2016,small_business,,2.33%,104xx,NY,< 1 year,0
24000,4/23/2016,debt_consolidation,,4.96%,331xx,FL,< 1 year,0
20000,4/23/2016,home_improvement,686,71.32%,729xx,AR,< 1 year,0
1000,4/23/2016,other,,1.59%,372xx,TN,< 1 year,0
15000,4/23/2016,credit_card,664,38.17%,840xx,UT,< 1 year,0
5000,4/23/2016,debt_consolidation,,3.37%,469xx,IN,< 1 year,0
15000,4/23/2016,credit_card,,9.55%,660xx,KS,5 years,0
30000,4/23/2016,debt_consolidation,,32.43%,086xx,NJ,< 1 year,0
20000,4/23/2016,small_business,,16.36%,760xx,TX,< 1 year,0
40000,4/23/2016,house,,34.05%,283xx,NC,< 1 year,0
4000,4/23/2016,debt_consolidation,,4.11%,286xx,NC,5 years,0
5000,4/23/2016,car,,21.40%,300xx,GA,< 1 year,0
8000,4/23/2016,other,,7.06%,410xx,KY,,0
30000,4/23/2016,debt_consolidation,,23.36%,339xx,FL,5 years,0
10000,4/23/2016,other,,20.23%,970xx,OR,5 years,0
12500,4/23/2016,Medical expenses,,9.30%,945xx,CA,3 years,0
6000,4/23/2016,credit_card,,54.20%,800xx,CO,5 years,0
10000,4/23/2016,debt_consolidation,,1.36%,087xx,NJ,5 years,0
3500,4/23/2016,vacation,,2.19%,331xx,FL,5 years,0
20000,4/23/2016,credit_card,,1.73%,064xx,CT,5 years,0
10000,4/23/2016,credit_card,,11.61%,926xx,CA,5 years,0
1000,4/23/2016,other,,10.91%,456xx,OH,< 1 year,0
20000,4/23/2016,other,,21.59%,114xx,NY,5 years,0
25000,4/23/2016,debt_consolidation,,17.69%,921xx,CA,5 years,0
9500,4/23/2016,debt_consolidation,,132.67%,483xx,MI,< 1 year,0
15000,4/23/2016,debt_consolidation,,34.16%,212xx,MD,,0
20000,4/23/2016,debt_consolidation,,37.72%,711xx,LA,< 1 year,0
10800,4/23/2016,small_business,,0%,072xx,NJ,< 1 year,0
14000,4/23/2016,debt_consolidation,679,86.97%,155xx,PA,< 1 year,0
6000,4/23/2016,other,,69.15%,027xx,MA,5 years,0
40000,4/23/2016,debt_consolidation,,90.76%,853xx,AZ,< 1 year,0
2000,4/23/2016,debt_consolidation,,11.81%,331xx,FL,< 1 year,0
35000,4/23/2016,other,,155.95%,012xx,MA,< 1 year,0
4500,4/23/2016,credit_card,,24.09%,638xx,MO,5 years,0
1000,4/23/2016,other,,0%,327xx,FL,< 1 year,0
7500,4/23/2016,other,652,52.52%,716xx,AR,< 1 year,0
5000,4/23/2016,home_improvement,,12.22%,434xx,OH,5 years,0
25000,4/23/2016,debt_consolidation,,47.58%,606xx,IL,< 1 year,0
3000,4/23/2016,major_purchase,,-1%,754xx,TX,< 1 year,0
15000,4/23/2016,other,,0%,134xx,NY,,0
15000,4/23/2016,debt_consolidation,,38.09%,211xx,MD,< 1 year,0
5500,4/23/2016,debt_consolidation,653,32.22%,392xx,MS,< 1 year,0
8000,4/23/2016,debt_consolidation,629,35.68%,890xx,NV,< 1 year,0
15000,4/23/2016,medical,,11.02%,334xx,FL,< 1 year,0
22000,4/23/2016,debt_consolidation,,23.33%,606xx,IL,5 years,0
10800,4/23/2016,small_business,,16.84%,087xx,NJ,< 1 year,0
35000,4/23/2016,debt_consolidation,,32.07%,996xx,AK,< 1 year,0
7500,4/23/2016,debt_consolidation,,22.45%,234xx,VA,< 1 year,0
5000,4/23/2016,other,,0%,060xx,CT,5 years,0
1000,4/23/2016,debt_consolidation,,0%,731xx,OK,< 1 year,0
2500,4/23/2016,other,,0.46%,402xx,KY,< 1 year,0
8000,4/23/2016,house,,20.15%,786xx,TX,5 years,0
40000,4/23/2016,debt_consolidation,,53.98%,840xx,UT,< 1 year,0
20000,4/23/2016,major_purchase,,7.62%,982xx,WA,< 1 year,0
3000,4/23/2016,other,,23.93%,786xx,TX,< 1 year,0
3000,4/23/2016,debt_consolidation,,28.21%,486xx,MI,< 1 year,0
1000,4/23/2016,debt_consolidation,,14.10%,305xx,GA,< 1 year,0
10000,4/23/2016,home_improvement,,41.18%,140xx,NY,,0
5000,4/23/2016,debt_consolidation,,8.61%,489xx,MI,5 years,0
5000,4/23/2016,major_purchase,,0%,144xx,NY,< 1 year,0
5000,4/23/2016,major_purchase,,6.79%,900xx,CA,< 1 year,0
15000,4/23/2016,debt_consolidation,657,47.68%,122xx,NY,< 1 year,0
24000,4/23/2016,credit_card,,57.45%,871xx,NM,< 1 year,0
10000,4/23/2016,debt_consolidation,611,17.08%,330xx,FL,< 1 year,0
10800,4/23/2016,renewable_energy,,19.81%,100xx,NY,< 1 year,0
15000,4/23/2016,other,,20.01%,374xx,TN,5 years,0
10000,4/23/2016,credit_card,,14.44%,441xx,OH,5 years,0
20000,4/23/2016,major_purchase,642,0%,117xx,NY,< 1 year,0
5000,4/23/2016,moving,,15.17%,973xx,OR,5 years,0
20000,4/23/2016,debt_consolidation,,36.22%,339xx,FL,< 1 year,0
5000,4/23/2016,debt_consolidation,,11.44%,112xx,NY,< 1 year,0
